exIdx	themeGiven	recipientGiven	themeDefinite	recipientDefinite	verbSense	themeAnimacy	recipientAnimacy	isDative	ableToTiebreak	verbLemma	themePronominal	recipientPronominal	themeLength	recipientLength	themeNumber	recipientNumber	structure	verbClass	recipientPerson	themePerson	previousStructure
2006013	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bring	FALSE	FALSE	1	2	Sing	NA	PP	BRING/TAKE	third	third	None
2006959	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	bequeath	FALSE	FALSE	2	7	Plur	Sing	PP	FUTURE HAVING	third	third	None
2007810	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	feed	FALSE	TRUE	11	1	Sing	Plur	DO	GIVE	third	third	None
2008415	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	chuck	FALSE	TRUE	3	1	Sing	Sing	DO	THROWING	third	third	None
2009624	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	3	3	Sing	Sing	PP	GIVE	third	third	None
2011012	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	forward	FALSE	FALSE	1	5	Sing	Plur	PP	SEND	third	third	None
2011292	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	post	FALSE	FALSE	2	2	Sing	Sing	PP	SEND	third	third	None
2011311	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	render	FALSE	FALSE	5	13	Sing	Plur	PP	GIVE	third	third	None
2011619	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	FALSE	2	3	Sing	Plur	PP	COMMUNICATION INSTRUMENT	third	third	PP
2012082	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hand	FALSE	TRUE	11	1	Sing	Sing	DO	SEND	first	third	None
2012289	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hand	FALSE	TRUE	10	1	Sing	Plur	DO	SEND	first	third	None
2013322	Given	Given	Definite	Definite	Communication	Concrete	Human	TRUE	TRUE	read	FALSE	TRUE	2	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2013584	Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	forward	FALSE	TRUE	2	2	Sing	Plur	PP	SEND	third	third	None
2014520	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	assign	FALSE	FALSE	3	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
2015062	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	shoot	FALSE	TRUE	3	1	Sing	Sing	DO	THROWING	third	third	None
2016658	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	owe	FALSE	FALSE	2	17	Sing	Sing	PP	FUTURE HAVING	third	third	None
2017417	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	tip	FALSE	TRUE	1	1	Plur	NA	DO	THROWING	second	third	None
2017753	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	concede	FALSE	FALSE	1	11	Plur	Plur	PP	FUTURE HAVING	third	third	None
2018310	Not Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	4	10	Sing	Sing	PP	GIVE	third	third	None
2018768	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	loan	FALSE	TRUE	1	1	Sing	NA	DO	GIVE	second	third	None
2019126	Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	owe	FALSE	FALSE	2	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
2019368	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	TRUE	TRUE	1	2	Plur	NA	PP	SEND	second	third	None
2020187	Given	Not Given	Indefinite	Indefinite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	sell	FALSE	FALSE	5	4	NA	Plur	PP	GIVE	third	third	None
2020261	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	concede	FALSE	FALSE	3	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
2021883	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Animal	TRUE	TRUE	feed	FALSE	FALSE	5	3	Plur	Plur	PP	GIVE	third	third	None
2022449	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2023591	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	TRUE	FALSE	1	4	Sing	Plur	PP	GIVE	third	third	PP
2023789	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	assign	FALSE	TRUE	18	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
2027782	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	2	1	Sing	Plur	DO	MESSAGE TRANSFER	third	third	None
2028387	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	chuck	FALSE	FALSE	3	10	Sing	Sing	PP	THROWING	third	third	None
2028634	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	mail	FALSE	FALSE	2	1	Sing	Sing	DO	SEND	third	third	None
2030024	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Animal	Human	TRUE	TRUE	lease	FALSE	FALSE	1	7	Plur	Plur	PP	GIVE	third	third	None
2030365	Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	flick	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
2030430	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	sneak	FALSE	TRUE	5	1	Sing	Sing	DO	SEND	third	third	None
2032953	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	smuggle	FALSE	FALSE	3	3	Sing	Sing	PP	SEND	third	third	None
2034125	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	TRUE	4	1	Plur	Sing	DO	SEND	first	third	None
2034985	Not Given	Not Given	Indefinite	Indefinite	Communication	Concrete	Human	TRUE	TRUE	write	FALSE	FALSE	5	14	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2035775	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flick	FALSE	FALSE	3	8	Sing	Sing	PP	THROWING	third	third	None
2035851	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	issue	FALSE	FALSE	3	16	Plur	Plur	PP	FUTURE HAVING	third	third	None
2036333	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	PP
2039719	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	vote	FALSE	TRUE	6	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
2040778	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	tip	FALSE	FALSE	2	6	Sing	Plur	PP	THROWING	third	third	None
2040784	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	leave	FALSE	TRUE	5	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
2041329	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	fling	FALSE	FALSE	1	4	Sing	NA	PP	THROWING	third	third	None
2042877	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	9	1	Plur	NA	DO	MESSAGE TRANSFER	second	third	PP
2045410	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	feed	TRUE	FALSE	1	3	Sing	Sing	PP	GIVE	third	third	None
2046116	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	send	FALSE	TRUE	9	1	Sing	Sing	DO	SEND	first	third	None
2047260	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	issue	FALSE	TRUE	2	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2047393	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	5	1	Sing	Sing	DO	MESSAGE TRANSFER	first	third	None
2048268	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	1	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2048307	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	lob	FALSE	TRUE	5	2	Sing	Plur	PP	THROWING	third	third	None
2050524	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	4	9	Sing	Sing	PP	FUTURE HAVING	third	third	None
2050934	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	fax	FALSE	TRUE	11	1	Sing	NA	DO	COMMUNICATION INSTRUMENT	second	third	None
2051393	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	flip	TRUE	FALSE	1	2	Sing	Plur	PP	THROWING	third	third	None
2051867	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	telegraph	FALSE	FALSE	2	2	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2052116	Not Given	Not Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	loan	FALSE	TRUE	2	1	Sing	NA	DO	GIVE	second	third	None
2052479	Not Given	Not Given	Indefinite	Definite	Communication	Concrete	Human	TRUE	TRUE	write	FALSE	FALSE	2	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2052845	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	issue	FALSE	FALSE	4	3	Plur	Sing	PP	FUTURE HAVING	third	third	None
2053157	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	award	FALSE	TRUE	3	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
2053856	Given	Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	1	2	Sing	Sing	PP	GIVE	third	third	DO
2054114	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	loan	FALSE	FALSE	2	8	Plur	Sing	PP	GIVE	third	third	None
2054348	Not Given	Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	owe	FALSE	TRUE	3	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2055219	Not Given	Not Given	Definite	Definite	Communication	Concrete	Human	TRUE	TRUE	read	FALSE	FALSE	3	5	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2058239	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	TRUE	2	1	Sing	Plur	DO	THROWING	first	third	None
2058816	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	mail	FALSE	FALSE	6	4	Sing	Sing	PP	SEND	third	third	None
2060478	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	TRUE	6	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	third	third	None
2062404	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	feed	FALSE	FALSE	2	2	Plur	Sing	DO	GIVE	third	third	PP
2062804	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	quote	FALSE	FALSE	1	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2063335	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	will	TRUE	FALSE	1	2	Sing	Sing	PP	FUTURE HAVING	third	third	None
2064732	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	render	FALSE	TRUE	4	1	Sing	NA	DO	GIVE	second	third	None
2064896	Not Given	Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	lob	FALSE	FALSE	1	2	Plur	Plur	PP	THROWING	third	third	None
2065511	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	allocate	FALSE	FALSE	3	8	Sing	Plur	PP	FUTURE HAVING	third	third	None
2066081	Not Given	Not Given	Definite	Definite	Communication	Concrete	Human	TRUE	TRUE	read	TRUE	TRUE	1	2	Sing	Sing	PP	MESSAGE TRANSFER	first	third	None
2066251	Given	Not Given	Indefinite	Indefinite	Transfer Posession	Human	Human	TRUE	TRUE	will	FALSE	FALSE	2	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
2066253	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	FALSE	2	13	Plur	Plur	PP	THROWING	third	third	PP
2066410	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	give	FALSE	TRUE	22	1	Sing	NA	DO	GIVE	second	third	None
2066679	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	post	FALSE	FALSE	6	2	Sing	Sing	PP	SEND	third	third	None
2067719	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	extend	FALSE	FALSE	1	4	Sing	Sing	PP	FUTURE HAVING	third	third	None
2068348	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	lend	FALSE	FALSE	1	6	Sing	Sing	PP	GIVE	third	third	DO
2068407	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	telegraph	FALSE	TRUE	2	2	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2068569	Not Given	Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	refund	FALSE	FALSE	5	2	Sing	Sing	DO	GIVE	third	third	PP
2069657	Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	FALSE	7	3	Sing	Plur	DO	FUTURE HAVING	third	third	None
2070939	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	offer	FALSE	FALSE	2	2	Plur	Plur	PP	FUTURE HAVING	third	third	None
2071019	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	carry	FALSE	FALSE	2	4	Sing	Sing	PP	CARRY	third	third	None
2071822	Not Given	Given	Indefinite	Definite	Abstract	Concrete	Human	TRUE	TRUE	issue	FALSE	TRUE	6	1	Sing	Sing	DO	FUTURE HAVING	third	third	None
2072503	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	wire	FALSE	FALSE	2	4	Plur	Sing	DO	COMMUNICATION INSTRUMENT	third	third	None
2076935	Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	tip	FALSE	FALSE	3	1	Plur	Sing	DO	THROWING	third	third	None
2081569	Given	Given	Indefinite	Definite	Abstract	Concrete	Organization	TRUE	TRUE	allot	FALSE	FALSE	1	3	Sing	Plur	PP	FUTURE HAVING	third	third	None
2082143	Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	sell	TRUE	FALSE	1	3	Sing	Plur	PP	GIVE	third	third	None
2082683	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	3	7	Sing	Plur	PP	GIVE	third	third	None
2082736	Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pass	FALSE	TRUE	2	2	Plur	NA	PP	GIVE	second	third	None
2082768	Given	Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	advance	FALSE	FALSE	2	6	Plur	Sing	PP	FUTURE HAVING	third	third	DO
2083458	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	TRUE	TRUE	1	2	Plur	NA	PP	SEND	second	third	None
2085857	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	3	13	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2086548	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	assign	FALSE	FALSE	3	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
2086694	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	extend	FALSE	FALSE	3	7	Sing	Sing	PP	FUTURE HAVING	third	third	None
2087037	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	flick	FALSE	TRUE	4	1	Sing	Plur	DO	THROWING	first	third	None
2088075	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	relay	FALSE	FALSE	2	10	Sing	Sing	PP	MESSAGE TRANSFER	third	third	PP
2088107	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	2	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2089663	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	FALSE	8	3	Plur	Sing	DO	MESSAGE TRANSFER	third	third	None
2090366	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	give	FALSE	TRUE	2	1	Sing	Sing	DO	GIVE	third	third	None
2091577	Given	Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	post	TRUE	FALSE	1	3	Sing	Sing	PP	SEND	third	third	None
2094195	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	grant	FALSE	FALSE	17	2	Sing	Plur	DO	FUTURE HAVING	third	third	None
2099743	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	6	3	Plur	Sing	PP	FUTURE HAVING	third	third	None
2100463	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	give	FALSE	TRUE	7	1	Sing	NA	DO	GIVE	second	third	DO
2102281	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	mail	FALSE	TRUE	2	1	Plur	NA	DO	SEND	second	third	None
2104061	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	forward	FALSE	FALSE	12	6	Plur	Sing	PP	SEND	third	third	None
2104214	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	23	1	Sing	Sing	DO	SEND	third	third	None
2105448	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	allocate	FALSE	FALSE	1	3	Plur	Plur	PP	FUTURE HAVING	third	third	None
2106279	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	serve	FALSE	FALSE	3	12	Sing	Plur	PP	GIVE	third	third	None
2108130	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	cede	FALSE	TRUE	4	2	Sing	Plur	PP	FUTURE HAVING	third	third	None
2108600	Given	Not Given	Definite	Definite	Transfer Posession	Human	Human	TRUE	TRUE	feed	TRUE	FALSE	1	6	Plur	Sing	PP	GIVE	third	third	None
2109205	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	yield	FALSE	FALSE	3	2	Sing	Sing	DO	FUTURE HAVING	third	third	None
2109881	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	vote	FALSE	TRUE	5	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
2111157	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	offer	FALSE	TRUE	9	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2111272	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	TRUE	1	1	Sing	Sing	DO	MESSAGE TRANSFER	first	third	None
2111625	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	feed	FALSE	FALSE	4	5	Plur	Plur	PP	GIVE	third	third	None
2112169	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	haul	FALSE	FALSE	1	2	Sing	Plur	PP	CARRY	third	third	None
2112227	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	quote	FALSE	TRUE	5	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2113336	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bring	FALSE	TRUE	4	1	Sing	NA	DO	BRING/TAKE	second	third	None
2113474	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	throw	FALSE	TRUE	4	1	Plur	NA	DO	THROWING	second	third	None
2114465	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	2	4	Sing	Plur	PP	FUTURE HAVING	third	third	None
2114634	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	FALSE	TRUE	4	1	Plur	Sing	DO	SEND	first	third	DO
2115424	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	assign	FALSE	TRUE	15	1	Sing	Sing	DO	FUTURE HAVING	second	third	None
2115528	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	FALSE	TRUE	2	2	Plur	NA	PP	SEND	second	third	None
2116117	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	TRUE	FALSE	1	4	Sing	Sing	PP	GIVE	third	third	None
2116190	Not Given	Not Given	Indefinite	Indefinite	Abstract	Concrete	Human	TRUE	TRUE	offer	FALSE	FALSE	7	2	Sing	Plur	PP	FUTURE HAVING	third	third	None
2116234	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Concrete	TRUE	TRUE	forward	FALSE	FALSE	1	3	Plur	Sing	PP	SEND	third	third	None
2117878	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	cede	FALSE	FALSE	7	5	Sing	Plur	PP	FUTURE HAVING	third	third	None
2118165	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	TRUE	2	2	Sing	Sing	PP	MESSAGE TRANSFER	first	third	None
2118389	Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	forward	FALSE	TRUE	2	2	Sing	Sing	PP	SEND	third	third	None
2119111	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	hurl	FALSE	FALSE	1	4	Plur	Plur	PP	THROWING	third	third	None
2121238	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	throw	FALSE	TRUE	3	1	Plur	Plur	DO	THROWING	third	third	DO
2123910	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	bequeath	FALSE	FALSE	1	4	Sing	Plur	PP	FUTURE HAVING	third	third	None
2124074	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	3	1	Sing	Plur	DO	SEND	third	third	None
2124963	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	owe	FALSE	TRUE	10	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2125580	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	1	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2125999	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	allot	FALSE	FALSE	3	5	Sing	Sing	PP	FUTURE HAVING	third	third	None
2126574	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	7	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2126943	Not Given	Not Given	Definite	Definite	Communication	Concrete	Human	TRUE	TRUE	show	FALSE	TRUE	8	1	Plur	Plur	DO	MESSAGE TRANSFER	first	third	None
2127860	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	e-mail	FALSE	FALSE	2	2	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2128360	Given	Not Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	punt	FALSE	FALSE	2	18	Sing	Sing	PP	THROWING	third	third	None
2128979	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Animal	Human	TRUE	TRUE	smuggle	FALSE	TRUE	2	1	Sing	Plur	DO	SEND	first	third	None
2132093	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	3	12	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2133961	Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	throw	FALSE	FALSE	2	1	Sing	Sing	DO	THROWING	third	third	None
2134893	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	TRUE	10	1	Plur	Plur	DO	MESSAGE TRANSFER	third	third	None
2136376	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	punt	FALSE	FALSE	2	3	Plur	Sing	PP	THROWING	third	third	None
2138985	Given	Given	Definite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	leave	FALSE	FALSE	2	3	Sing	Plur	PP	FUTURE HAVING	third	third	None
2139331	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	flick	FALSE	TRUE	3	1	Sing	Sing	DO	THROWING	first	third	None
2140533	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	TRUE	TRUE	1	2	Sing	NA	PP	SEND	second	third	None
2140600	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pass	FALSE	FALSE	1	3	Plur	Sing	PP	GIVE	third	third	None
2140684	Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	allot	FALSE	FALSE	3	4	Sing	Sing	PP	FUTURE HAVING	third	third	None
2141234	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	TRUE	3	1	Sing	NA	DO	FUTURE HAVING	second	third	None
2141314	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	forward	FALSE	FALSE	2	6	Sing	Plur	PP	SEND	third	third	None
